ARTICULO,VENTAS UNIDADES TOTALES,VALORES VENTAS TOTALES,VENTAS SEMANALES PROMEDIO TOTAL POR UNIDAD,REGION,FECHA,SEMANA,# SEMANA,MES,AÑO
7501058716767,1.903,348.608,8.132,TOTAL AUTOS AREA 5,2023-04-17,15-23,15,4,2023
37000018704,0.094,9.069,3.76,TOTAL AUTOS AREA 5,2023-04-17,15-23,15,4,2023
7501681100384,0.19,2.612,7.037,TOTAL AUTOS AREA 5,2023-04-17,15-23,15,4,2023
7502283280818,0.005,0.195,5.0,TOTAL AUTOS AREA 5,2023-04-17,15-23,15,4,2023
7501058717030,7.739,234.98,31.979,TOTAL AUTOS AREA 5,2023-04-17,15-23,15,4,2023
7501058717115,0.001,0.095,1.0,TOTAL AUTOS AREA 5,2023-04-17,15-23,15,4,2023
612464080148,0.066,1.297,4.714,TOTAL AUTOS AREA 5,2023-04-17,15-23,15,4,2023
7501025405212,17.645,461.937,44.784,TOTAL AUTOS AREA 5,2023-04-17,15-23,15,4,2023
75010587949562,0.002,0.02,2.0,TOTAL AUTOS AREA 5,2023-04-17,15-23,15,4,2023
75010587965781,0.105,6.522,3.088,TOTAL AUTOS AREA 5,2023-04-17,15-23,15,4,2023
7501058796585,0.123,15.421,2.46,TOTAL AUTOS AREA 5,2023-04-17,15-23,15,4,2023
7501058716088,0.162,27.347,3.306,TOTAL AUTOS AREA 5,2023-04-17,15-23,15,4,2023
75000639,29.346,1121.443,64.356,TOTAL AUTOS AREA 5,2022-07-24,29-22,29,7,2022
7501058757791,0.826,171.398,6.305,TOTAL AUTOS AREA 5,2023-04-17,15-23,15,4,2023
7501058757548,2.343,109.202,12.267,TOTAL AUTOS AREA 5,2023-04-17,15-23,15,4,2023
75010587928082,0.238,4.951,4.327,TOTAL AUTOS AREA 5,2023-04-17,15-23,15,4,2023
7501058717023,9.979,302.052,40.401,TOTAL AUTOS AREA 5,2023-04-17,15-23,15,4,2023
75000622,41.845,1041.281,103.067,TOTAL AUTOS AREA 5,2023-04-17,15-23,15,4,2023
7501025409104,4.389,89.037,33.762,TOTAL AUTOS AREA 5,2023-04-17,15-23,15,4,2023
7501025405311,0.029,0.513,7.25,TOTAL AUTOS AREA 5,2023-04-17,15-23,15,4,2023
7501025409104,6.428,148.245,36.944,TOTAL AUTOS AREA 5,2023-02-27,08-23,8,2,2023
7501025450212,3.458,97.338,59.621,TOTAL AUTOS AREA 5,2023-04-17,15-23,15,4,2023
75000615,24.187,394.962,59.721,TOTAL AUTOS AREA 5,2023-04-17,15-23,15,4,2023
7501025408947,0.684,8.717,21.375,TOTAL AUTOS AREA 5,2023-04-17,15-23,15,4,2023
75000608,3.13,26.426,65.208,TOTAL AUTOS AREA 5,2023-04-17,15-23,15,4,2023
7501025401313,3.661,188.17,18.679,TOTAL AUTOS AREA 5,2023-04-17,15-23,15,4,2023
75016811006502,0.069,0.368,4.313,TOTAL AUTOS AREA 5,2023-04-17,15-23,15,4,2023
7503025939353,0.182,11.857,3.033,TOTAL AUTOS AREA 5,2023-04-17,15-23,15,4,2023
7501025401948,0.004,0.106,1.0,TOTAL AUTOS AREA 5,2023-04-17,15-23,15,4,2023
7501025411992,7.034,178.371,16.59,TOTAL AUTOS AREA 5,2023-04-17,15-23,15,4,2023
7891035040276,7.587,110.687,26.072,TOTAL AUTOS AREA 5,2023-04-17,15-23,15,4,2023
7501025401863,0.217,14.985,2.333,TOTAL AUTOS AREA 5,2023-04-17,15-23,15,4,2023
7501025405151,18.275,319.842,42.401,TOTAL AUTOS AREA 5,2023-04-17,15-23,15,4,2023
7501025401931,0.88,11.388,31.429,TOTAL AUTOS AREA 5,2023-04-17,15-23,15,4,2023
7501058795908,0.287,71.156,2.333,TOTAL AUTOS AREA 5,2023-04-17,15-23,15,4,2023
7503031116083,0.086,1.886,1.483,TOTAL AUTOS AREA 5,2023-04-17,15-23,15,4,2023
7501080900165,1.289,27.982,7.625,TOTAL AUTOS AREA 5,2022-07-17,28-22,28,7,2022
75016811013051,0.094,0.795,6.714,TOTAL AUTOS AREA 5,2023-04-17,15-23,15,4,2023
7501025401856,0.287,12.52,2.11,TOTAL AUTOS AREA 5,2023-04-17,15-23,15,4,2023
7501681100223,1.298,47.707,7.171,TOTAL AUTOS AREA 5,2023-04-17,15-23,15,4,2023
75016811006432,0.052,0.289,5.778,TOTAL AUTOS AREA 5,2023-04-17,15-23,15,4,2023
7501681100674,0.291,17.266,3.88,TOTAL AUTOS AREA 5,2023-04-17,15-23,15,4,2023
7501025401900,0.319,13.865,2.019,TOTAL AUTOS AREA 5,2023-04-17,15-23,15,4,2023
7501025401887,0.081,1.713,3.375,TOTAL AUTOS AREA 5,2023-04-17,15-23,15,4,2023
7501025401917,0.621,43.323,5.008,TOTAL AUTOS AREA 5,2023-04-17,15-23,15,4,2023
7501071903861,0.841,16.916,8.247,TOTAL AUTOS AREA 5,2022-07-17,28-22,28,7,2022
7501080900158,0.277,38.369,3.298,TOTAL AUTOS AREA 5,2022-08-07,31-22,31,8,2022
7501071902314,0.0,0.007,0.334,TOTAL AUTOS AREA 5,2022-11-13,45-22,45,11,2022
7501681100773,0.057,1.205,2.192,TOTAL AUTOS AREA 5,2023-04-17,15-23,15,4,2023
7501268200513,1.002,10.921,23.857,TOTAL AUTOS AREA 5,2023-04-10,14-23,14,4,2023
7501080900141,0.856,64.803,3.627,TOTAL AUTOS AREA 5,2022-11-13,45-22,45,11,2022
7501025405106,18.592,617.255,46.714,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
7501071907784,0.003,0.375,1.5,TOTAL AUTOS AREA 5,2022-11-13,45-22,45,11,2022
7501080900134,0.001,0.034,0.292,TOTAL AUTOS AREA 5,2022-07-17,28-22,28,7,2022
7501025401894,0.072,2.167,3.429,TOTAL AUTOS AREA 5,2022-05-01,17-22,17,5,2022
7501071907661,2.168,31.411,7.743,TOTAL AUTOS AREA 5,2022-11-13,45-22,45,11,2022
7501071907425,0.664,49.475,4.124,TOTAL AUTOS AREA 5,2022-11-13,45-22,45,11,2022
7501080900585,0.212,52.58,1.857,TOTAL AUTOS AREA 5,2022-07-17,28-22,28,7,2022
7501080954793,1.049,64.354,4.247,TOTAL AUTOS AREA 5,2022-11-13,45-22,45,11,2022
741120000036,0.372,7.068,7.592,TOTAL AUTOS AREA 5,2022-11-13,45-22,45,11,2022
741120000029,0.298,10.326,5.96,TOTAL AUTOS AREA 5,2022-11-13,45-22,45,11,2022
7501080954793,0.651,38.618,7.233,TOTAL AUTOS AREA 5,2022-07-17,28-22,28,7,2022
4008455458618,1.262,81.117,7.512,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
7501080952997,0.622,151.74,4.507,TOTAL AUTOS AREA 5,2022-11-13,45-22,45,11,2022
7501080954786,2.07,43.202,7.041,TOTAL AUTOS AREA 5,2022-07-17,28-22,28,7,2022
7501080954786,0.589,13.97,3.752,TOTAL AUTOS AREA 5,2022-11-13,45-22,45,11,2022
7501071903861,0.083,1.657,5.188,TOTAL AUTOS AREA 5,2022-11-13,45-22,45,11,2022
7501025401887,0.02,0.1,20.0,TOTAL AUTOS AREA 5,2022-05-01,17-22,17,5,2022
7501025401900,0.578,25.101,2.627,TOTAL AUTOS AREA 5,2022-05-01,17-22,17,5,2022
7501025412005,2.366,186.295,10.026,TOTAL AUTOS AREA 5,2022-05-01,17-22,17,5,2022
7501025405885,0.683,16.002,5.211,TOTAL AUTOS AREA 5,2022-05-01,17-22,17,5,2022
7501080900585,0.155,41.795,1.802,TOTAL AUTOS AREA 5,2022-11-13,45-22,45,11,2022
4008455423715,0.21,13.641,3.443,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
7501025401948,14.695,365.756,59.254,TOTAL AUTOS AREA 5,2022-05-01,17-22,17,5,2022
7501080955103,0.764,141.532,4.63,TOTAL AUTOS AREA 5,2022-11-13,45-22,45,11,2022
4008455458717,0.171,12.071,3.8,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
4008455457512,2.76,56.195,14.683,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
7501025405151,14.204,236.111,35.869,TOTAL AUTOS AREA 5,2022-05-01,17-22,17,5,2022
7501071900136,3.232,66.12,17.011,TOTAL AUTOS AREA 5,2022-11-13,45-22,45,11,2022
7501071905292,0.595,14.614,4.407,TOTAL AUTOS AREA 5,2022-11-13,45-22,45,11,2022
7501071907692,0.851,21.842,4.891,TOTAL AUTOS AREA 5,2022-11-13,45-22,45,11,2022
7501025401313,2.432,155.799,13.436,TOTAL AUTOS AREA 5,2023-02-27,08-23,8,2,2023
7501025401863,0.543,35.156,2.889,TOTAL AUTOS AREA 5,2022-05-01,17-22,17,5,2022
7501025401849,0.239,8.407,3.623,TOTAL AUTOS AREA 5,2022-05-01,17-22,17,5,2022
741120000005,0.731,7.669,11.984,TOTAL AUTOS AREA 5,2022-11-13,45-22,45,11,2022
7501025411893,0.787,30.11,6.398,TOTAL AUTOS AREA 5,2022-05-01,17-22,17,5,2022
75010254509841,0.005,0.065,2.5,TOTAL AUTOS AREA 5,2022-05-01,17-22,17,5,2022
7501025405816,0.018,0.323,18.0,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
7501080900165,2.206,51.845,9.041,TOTAL AUTOS AREA 5,2022-11-13,45-22,45,11,2022
7501025411992,8.747,190.59,20.876,TOTAL AUTOS AREA 5,2022-05-01,17-22,17,5,2022
75010254509842,0.005,0.11,2.5,TOTAL AUTOS AREA 5,2022-05-01,17-22,17,5,2022
7501025410834,0.522,26.065,3.2,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
7501025401917,0.393,25.443,3.541,TOTAL AUTOS AREA 5,2022-05-01,17-22,17,5,2022
7501025401931,1.602,19.002,24.646,TOTAL AUTOS AREA 5,2022-05-01,17-22,17,5,2022
7501025401313,4.34,177.163,23.589,TOTAL AUTOS AREA 5,2022-05-01,17-22,17,5,2022
4008455423616,0.232,10.165,2.231,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
7501025401856,0.569,24.75,2.671,TOTAL AUTOS AREA 5,2022-05-01,17-22,17,5,2022
7501025401832,0.565,12.615,5.378,TOTAL AUTOS AREA 5,2022-05-01,17-22,17,5,2022
7501268200513,0.884,9.627,21.048,TOTAL AUTOS AREA 5,2022-11-13,45-22,45,11,2022
7501025409104,10.735,225.007,61.34,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
7501025405311,0.084,1.475,6.462,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
7501025412357,0.102,4.313,3.778,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
7501025409470,1.891,112.33,9.049,TOTAL AUTOS AREA 5,2022-05-01,17-22,17,5,2022
7501025400941,0.002,0.045,1.0,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
7501025412784,2.118,56.258,7.483,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
7501025412104,0.971,17.133,7.766,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
7501025405106,4.087,119.982,27.803,TOTAL AUTOS AREA 5,2022-05-01,17-22,17,5,2022
7501025406578,2.589,128.841,11.559,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
7501025412135,0.335,18.378,3.898,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
4008455394114,0.463,19.948,3.43,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
7501071905551,4.948,112.782,20.79,TOTAL AUTOS AREA 5,2022-11-13,45-22,45,11,2022
7501071905346,0.523,12.625,5.283,TOTAL AUTOS AREA 5,2022-11-13,45-22,45,11,2022
7501025412135,0.591,25.493,5.683,TOTAL AUTOS AREA 5,2022-07-24,29-22,29,7,2022
7501058716804,0.259,21.816,3.238,TOTAL AUTOS AREA 5,2023-03-27,12-23,12,3,2023
7501025401931,0.404,4.314,26.948,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
7501681100674,0.266,16.021,3.41,TOTAL AUTOS AREA 5,2023-02-27,08-23,8,2,2023
7501025402235,0.675,19.302,7.337,TOTAL AUTOS AREA 5,2022-07-24,29-22,29,7,2022
7501025401917,0.412,30.589,3.219,TOTAL AUTOS AREA 5,2023-02-27,08-23,8,2,2023
8410907050053,0.015,0.98,2.5,TOTAL AUTOS AREA 5,2022-07-24,29-22,29,7,2022
8411660210036,0.072,4.77,1.756,TOTAL AUTOS AREA 5,2022-07-24,29-22,29,7,2022
7501681100292,1.005,25.008,6.015,TOTAL AUTOS AREA 5,2023-02-27,08-23,8,2,2023
7501025412401,0.208,6.7,3.782,TOTAL AUTOS AREA 5,2023-02-27,08-23,8,2,2023
7501058717023,13.097,283.492,53.457,TOTAL AUTOS AREA 5,2023-03-27,12-23,12,3,2023
75010587949562,0.002,0.022,2.0,TOTAL AUTOS AREA 5,2023-03-27,12-23,12,3,2023
7501025401931,0.251,3.25,15.667,TOTAL AUTOS AREA 5,2023-02-27,08-23,8,2,2023
7501025401795,6.312,197.991,17.73,TOTAL AUTOS AREA 5,2023-02-27,08-23,8,2,2023
75010587928081,0.245,31.3,4.016,TOTAL AUTOS AREA 5,2023-03-27,12-23,12,3,2023
75000622,47.118,1196.462,116.342,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
7501025406578,2.297,93.612,10.488,TOTAL AUTOS AREA 5,2022-07-24,29-22,29,7,2022
7501681100421,1.555,23.267,12.149,TOTAL AUTOS AREA 5,2023-02-27,08-23,8,2,2023
7501025401856,0.357,16.399,2.124,TOTAL AUTOS AREA 5,2023-02-27,08-23,8,2,2023
7501025401887,0.09,2.097,3.0,TOTAL AUTOS AREA 5,2023-02-27,08-23,8,2,2023
7501025402242,0.809,23.419,7.035,TOTAL AUTOS AREA 5,2022-07-24,29-22,29,7,2022
7501025401894,0.038,1.452,2.533,TOTAL AUTOS AREA 5,2023-02-27,08-23,8,2,2023
7501025401900,0.433,19.845,2.255,TOTAL AUTOS AREA 5,2023-02-27,08-23,8,2,2023
7501025405885,0.633,20.034,3.056,TOTAL AUTOS AREA 5,2023-02-27,08-23,8,2,2023
8411660210029,0.086,5.633,1.686,TOTAL AUTOS AREA 5,2022-07-24,29-22,29,7,2022
7501025401801,9.898,180.256,32.135,TOTAL AUTOS AREA 5,2023-02-27,08-23,8,2,2023
7501025405090,12.262,249.866,27.494,TOTAL AUTOS AREA 5,2023-02-27,08-23,8,2,2023
7501025405212,10.675,331.725,27.163,TOTAL AUTOS AREA 5,2023-02-27,08-23,8,2,2023
7501681100469,1.63,25.829,10.516,TOTAL AUTOS AREA 5,2023-02-27,08-23,8,2,2023
7501021160719,0.796,46.72,7.171,TOTAL AUTOS AREA 5,2023-02-27,08-23,8,2,2023
7501681100254,1.629,25.761,11.158,TOTAL AUTOS AREA 5,2023-02-27,08-23,8,2,2023
3045200760009,0.536,28.883,3.999,TOTAL AUTOS AREA 5,2022-07-24,29-22,29,7,2022
7501025412104,0.971,14.137,7.527,TOTAL AUTOS AREA 5,2022-07-24,29-22,29,7,2022
7501025401313,4.224,232.369,20.507,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
7501025401863,0.436,31.799,2.548,TOTAL AUTOS AREA 5,2023-02-27,08-23,8,2,2023
7501058716767,1.847,308.469,8.101,TOTAL AUTOS AREA 5,2023-03-27,12-23,12,3,2023
7501205412122,0.919,22.558,7.533,TOTAL AUTOS AREA 5,2022-07-24,29-22,29,7,2022
7501025406561,3.398,76.134,16.181,TOTAL AUTOS AREA 5,2022-07-24,29-22,29,7,2022
7501681100773,0.098,2.07,2.271,TOTAL AUTOS AREA 5,2023-02-27,08-23,8,2,2023
7501058757449,0.559,100.625,3.213,TOTAL AUTOS AREA 5,2023-03-27,12-23,12,3,2023
7501025401993,0.097,3.143,3.88,TOTAL AUTOS AREA 5,2022-07-24,29-22,29,7,2022
7501025402051,8.718,262.249,25.717,TOTAL AUTOS AREA 5,2022-07-24,29-22,29,7,2022
75016811006502,0.318,2.521,5.679,TOTAL AUTOS AREA 5,2023-02-27,08-23,8,2,2023
7501025401849,0.037,1.413,1.762,TOTAL AUTOS AREA 5,2023-02-27,08-23,8,2,2023
7501071903311,0.429,18.103,6.396,TOTAL AUTOS AREA 5,2022-11-13,45-22,45,11,2022
7501681100513,0.195,1.389,19.5,TOTAL AUTOS AREA 5,2023-02-27,08-23,8,2,2023
7503025939353,0.129,8.394,2.481,TOTAL AUTOS AREA 5,2023-02-27,08-23,8,2,2023
7501025401832,0.532,11.448,4.43,TOTAL AUTOS AREA 5,2023-02-27,08-23,8,2,2023
7501025405151,12.123,240.824,28.258,TOTAL AUTOS AREA 5,2023-02-27,08-23,8,2,2023
741120000012,0.017,0.097,8.5,TOTAL AUTOS AREA 5,2022-11-13,45-22,45,11,2022
75016811006431,0.317,5.291,6.216,TOTAL AUTOS AREA 5,2023-02-27,08-23,8,2,2023
7501681100384,0.214,2.946,5.487,TOTAL AUTOS AREA 5,2023-02-27,08-23,8,2,2023
7501681100438,0.001,0.02,1.0,TOTAL AUTOS AREA 5,2023-02-27,08-23,8,2,2023
7501080900158,0.569,80.57,2.598,TOTAL AUTOS AREA 5,2022-11-13,45-22,45,11,2022
7501681100766,1.25,37.298,7.484,TOTAL AUTOS AREA 5,2023-02-27,08-23,8,2,2023
7501681100223,2.191,65.547,11.47,TOTAL AUTOS AREA 5,2023-02-27,08-23,8,2,2023
75016811006432,0.317,2.606,6.216,TOTAL AUTOS AREA 5,2023-02-27,08-23,8,2,2023
7501080955486,1.062,80.048,4.053,TOTAL AUTOS AREA 5,2022-11-13,45-22,45,11,2022
7501681101299,0.004,0.038,2.0,TOTAL AUTOS AREA 5,2023-02-27,08-23,8,2,2023
7503031116083,0.069,1.514,1.5,TOTAL AUTOS AREA 5,2023-02-27,08-23,8,2,2023
7501025412784,1.371,27.838,7.067,TOTAL AUTOS AREA 5,2022-07-24,29-22,29,7,2022
7501025411893,2.332,85.138,10.139,TOTAL AUTOS AREA 5,2023-04-17,15-23,15,4,2023
75000639,29.733,1449.644,64.496,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
7501071903885,0.406,25.136,4.614,TOTAL AUTOS AREA 5,2022-11-13,45-22,45,11,2022
77026262042081,2.894,28.842,17.329,TOTAL AUTOS AREA 5,2022-02-13,06-22,6,2,2022
7501058753441,3.091,61.493,12.027,TOTAL AUTOS AREA 5,2023-03-27,12-23,12,3,2023
7501058784346,0.576,106.547,2.954,TOTAL AUTOS AREA 5,2023-03-27,12-23,12,3,2023
7501058796868,3.884,57.924,30.583,TOTAL AUTOS AREA 5,2023-03-27,12-23,12,3,2023
7501025411893,0.649,24.856,5.234,TOTAL AUTOS AREA 5,2022-07-24,29-22,29,7,2022
77026262042081,1.383,16.555,12.348,TOTAL AUTOS AREA 5,2023-03-27,12-23,12,3,2023
7501080954786,0.581,13.497,3.899,TOTAL AUTOS AREA 5,2023-04-03,13-23,13,4,2023
7501080954793,0.912,59.845,3.455,TOTAL AUTOS AREA 5,2023-04-03,13-23,13,4,2023
75010587927781,0.247,31.538,3.859,TOTAL AUTOS AREA 5,2023-03-27,12-23,12,3,2023
7501058757463,0.002,0.086,2.0,TOTAL AUTOS AREA 5,2023-03-27,12-23,12,3,2023
7501025412357,8.381,328.174,40.293,TOTAL AUTOS AREA 5,2022-06-19,24-22,24,6,2022
7501268200261,1.194,67.765,12.061,TOTAL AUTOS AREA 5,2023-04-03,13-23,13,4,2023
7501268200513,1.025,11.172,23.837,TOTAL AUTOS AREA 5,2023-04-03,13-23,13,4,2023
7501025401948,11.018,273.588,44.249,TOTAL AUTOS AREA 5,2022-06-19,24-22,24,6,2022
7501058751195,1.806,94.951,5.574,TOTAL AUTOS AREA 5,2022-02-13,06-22,6,2,2022
7501058796868,2.157,32.275,19.432,TOTAL AUTOS AREA 5,2022-02-13,06-22,6,2,2022
7501268200506,0.001,0.021,1.0,TOTAL AUTOS AREA 5,2023-04-03,13-23,13,4,2023
7501268200339,0.031,0.992,4.429,TOTAL AUTOS AREA 5,2023-04-03,13-23,13,4,2023
7501025405076,0.23,1.781,16.429,TOTAL AUTOS AREA 5,2022-06-19,24-22,24,6,2022
7501025406578,1.995,81.497,9.11,TOTAL AUTOS AREA 5,2022-06-19,24-22,24,6,2022
7501058757630,0.689,78.308,4.006,TOTAL AUTOS AREA 5,2023-03-27,12-23,12,3,2023
7501025412104,1.067,16.828,8.402,TOTAL AUTOS AREA 5,2022-06-19,24-22,24,6,2022
7501025412784,1.322,26.382,7.224,TOTAL AUTOS AREA 5,2022-06-19,24-22,24,6,2022
7501025400941,0.008,0.18,1.6,TOTAL AUTOS AREA 5,2022-06-19,24-22,24,6,2022
7501025450212,5.187,121.141,92.625,TOTAL AUTOS AREA 5,2022-06-19,24-22,24,6,2022
8410907050053,0.042,2.947,2.8,TOTAL AUTOS AREA 5,2022-06-19,24-22,24,6,2022
75000622,47.615,1079.174,118.741,TOTAL AUTOS AREA 5,2022-06-19,24-22,24,6,2022
7501058753441,2.943,61.376,11.496,TOTAL AUTOS AREA 5,2022-02-13,06-22,6,2,2022
7501058784346,0.744,130.441,3.629,TOTAL AUTOS AREA 5,2022-02-13,06-22,6,2,2022
7501268200070,9.136,327.753,53.741,TOTAL AUTOS AREA 5,2023-04-03,13-23,13,4,2023
7501025405090,16.585,273.507,38.66,TOTAL AUTOS AREA 5,2022-06-19,24-22,24,6,2022
7501025405885,0.731,17.011,5.297,TOTAL AUTOS AREA 5,2022-06-19,24-22,24,6,2022
7501025401900,0.632,25.044,2.701,TOTAL AUTOS AREA 5,2022-06-19,24-22,24,6,2022
7501268200001,0.132,1.347,5.739,TOTAL AUTOS AREA 5,2022-05-15,19-22,19,5,2022
7501025401801,7.781,119.545,28.926,TOTAL AUTOS AREA 5,2022-06-19,24-22,24,6,2022
7501268200339,0.044,1.406,5.5,TOTAL AUTOS AREA 5,2022-05-15,19-22,19,5,2022
75000615,26.482,392.417,60.186,TOTAL AUTOS AREA 5,2022-06-19,24-22,24,6,2022
7501025411893,1.76,66.864,7.273,TOTAL AUTOS AREA 5,2022-06-19,24-22,24,6,2022
7501058757463,0.026,0.728,6.5,TOTAL AUTOS AREA 5,2022-02-13,06-22,6,2,2022
7501025405151,10.261,176.113,27.29,TOTAL AUTOS AREA 5,2022-06-19,24-22,24,6,2022
7501025412135,1.002,44.944,9.364,TOTAL AUTOS AREA 5,2022-06-19,24-22,24,6,2022
3045200760009,0.62,32.884,4.806,TOTAL AUTOS AREA 5,2022-06-19,24-22,24,6,2022
3045206360609,0.056,6.102,2.333,TOTAL AUTOS AREA 5,2022-06-19,24-22,24,6,2022
7501025401856,0.763,29.183,3.153,TOTAL AUTOS AREA 5,2022-06-19,24-22,24,6,2022
7501025401993,0.661,21.415,15.023,TOTAL AUTOS AREA 5,2022-06-19,24-22,24,6,2022
8411660210029,0.08,5.601,1.6,TOTAL AUTOS AREA 5,2022-06-19,24-22,24,6,2022
8411660210012,0.051,3.044,2.429,TOTAL AUTOS AREA 5,2022-06-19,24-22,24,6,2022
7501025405106,12.886,433.521,32.623,TOTAL AUTOS AREA 5,2023-02-27,08-23,8,2,2023
7501025406561,2.783,66.378,13.127,TOTAL AUTOS AREA 5,2022-06-19,24-22,24,6,2022
7501058757630,0.601,56.827,3.665,TOTAL AUTOS AREA 5,2022-02-13,06-22,6,2,2022
7501205412122,1.29,35.255,10.403,TOTAL AUTOS AREA 5,2022-06-19,24-22,24,6,2022
7501025402242,0.6,19.287,5.882,TOTAL AUTOS AREA 5,2022-06-19,24-22,24,6,2022
7501025401931,6.125,72.206,53.728,TOTAL AUTOS AREA 5,2022-06-19,24-22,24,6,2022
7501025401863,0.467,30.108,2.83,TOTAL AUTOS AREA 5,2022-06-19,24-22,24,6,2022
3045206382007,0.114,10.13,2.151,TOTAL AUTOS AREA 5,2022-06-19,24-22,24,6,2022
7501025401832,0.517,10.567,5.875,TOTAL AUTOS AREA 5,2022-06-19,24-22,24,6,2022
7501025401849,0.099,3.142,3.414,TOTAL AUTOS AREA 5,2022-06-19,24-22,24,6,2022
7501025401917,0.338,22.047,3.38,TOTAL AUTOS AREA 5,2022-06-19,24-22,24,6,2022
8411660210036,0.106,7.351,2.0,TOTAL AUTOS AREA 5,2022-06-19,24-22,24,6,2022
7501025401894,0.063,2.05,2.625,TOTAL AUTOS AREA 5,2022-06-19,24-22,24,6,2022
7501268200025,11.738,126.037,111.79,TOTAL AUTOS AREA 5,2023-04-03,13-23,13,4,2023
7501025402235,0.414,13.608,5.241,TOTAL AUTOS AREA 5,2022-06-19,24-22,24,6,2022
4008455459417,0.471,33.026,4.205,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
4008455457710,0.002,0.039,2.0,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
7501268200506,0.003,0.06,1.5,TOTAL AUTOS AREA 5,2022-05-15,19-22,19,5,2022
4008455524917,1.151,123.679,6.771,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
4008455438016,0.35,23.526,3.044,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
4008455394619,0.169,7.378,1.779,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
4008455394411,0.36,15.627,2.835,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
7501025402235,0.203,7.97,2.859,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
4008455394510,0.302,13.174,2.581,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
4008455423517,0.195,8.507,1.99,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
7501205412122,0.722,21.372,5.921,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
3045206360609,0.079,8.868,2.633,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
7501025406561,2.957,87.597,12.068,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
4008455394015,0.378,16.32,2.93,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
7501025409470,0.003,0.167,1.5,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
7501025408947,1.305,16.265,36.25,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
46500729355,0.001,0.046,1.0,TOTAL AUTOS AREA 5,2022-02-13,06-22,6,2,2022
7501025411893,2.465,95.232,11.36,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
7501025412005,3.227,278.479,13.013,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
75000608,0.001,0.009,1.0,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
8411660210012,0.001,0.021,1.0,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
7501080900585,0.108,29.177,1.459,TOTAL AUTOS AREA 5,2023-04-03,13-23,13,4,2023
8411660210036,0.119,8.461,2.429,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
8410907050053,0.102,7.258,3.643,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
3045200760009,0.342,20.658,3.109,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
3045206382007,0.07,6.456,1.892,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
7501025401313,2.433,136.844,14.569,TOTAL AUTOS AREA 5,2022-06-19,24-22,24,6,2022
4008455567013,1.868,38.52,9.34,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
7502275145897,0.638,90.997,3.89,TOTAL AUTOS AREA 5,2023-03-06,09-23,9,3,2023
